"","charMA.DRUGBANK_ID","charMA.DRUG_GROUPS","charMA.GENERIC_NAME"
"CMP534","DB00742","approved; investigational","Mannitol"
"CMP535","DB00744","approved; investigational; withdrawn","Zileuton"
"CMP536","DB00745","approved; investigational","Modafinil"
"CMP537","DB00748","approved","Carbinoxamine"
"CMP538","DB00749","approved; investigational; vet_approved","Etodolac"
"CMP539","DB00750","approved","Prilocaine"
"CMP540","DB00751","approved; investigational","Epinastine"
"CMP541","DB00752","approved; investigational","Tranylcypromine"
"CMP542","DB00753","approved; vet_approved","Isoflurane"
"CMP543","DB00754","approved","Ethotoin"
"CMP544","DB00755","approved; investigational; nutraceutical","Tretinoin"
"CMP545","DB00756","approved; withdrawn","Hexachlorophene"
"CMP546","DB00758","approved","Clopidogrel"
"CMP547","DB00760","approved; investigational","Meropenem"
"CMP548","DB00762","approved; investigational","Irinotecan"
"CMP549","DB00763","approved","Methimazole"
"CMP550","DB00764","experimental","Mometasone"
"CMP551","DB00765","approved","Metyrosine"
"CMP552","DB00766","approved; vet_approved","Clavulanic acid"
"CMP553","DB00767","withdrawn","Benzquinamide"
"CMP554","DB00768","approved","Olopatadine"
"CMP555","DB00769","approved","Hydrocortamate"
"CMP556","DB00770","approved; investigational","Alprostadil"
"CMP557","DB00772","approved; investigational","Malathion"
"CMP558","DB00773","approved","Etoposide"
"CMP559","DB00774","approved; investigational; withdrawn","Hydroflumethiazide"
"CMP560","DB00775","approved","Tirofiban"
"CMP561","DB00776","approved","Oxcarbazepine"
"CMP562","DB00777","approved","Propiomazine"
"CMP563","DB00779","approved; investigational","Nalidixic acid"
"CMP564","DB00780","approved","Phenelzine"
"CMP565","DB00782","approved","Propantheline"
"CMP566","DB00783","approved; investigational; vet_approved","Estradiol"
"CMP567","DB00784","approved","Mefenamic acid"
"CMP568","DB00786","investigational","Marimastat"
"CMP569","DB00787","approved","Acyclovir"
"CMP570","DB00788","approved; vet_approved","Naproxen"
"CMP571","DB00790","approved","Perindopril"
"CMP572","DB00791","approved","Uracil mustard"
"CMP573","DB00792","approved; vet_approved","Tripelennamine"
"CMP574","DB00793","approved; withdrawn","Haloprogin"
"CMP575","DB00794","approved; vet_approved","Primidone"
"CMP576","DB00796","approved","Candesartan cilexetil"
"CMP577","DB00797","approved; vet_approved","Tolazoline"
"CMP578","DB00799","approved; investigational","Tazarotene"
"CMP579","DB00800","approved","Fenoldopam"
"CMP580","DB00801","approved; illicit; withdrawn","Halazepam"
"CMP581","DB00802","approved; illicit","Alfentanil"
"CMP582","DB00804","approved","Dicyclomine"
"CMP583","DB00805","approved","Minaprine"
"CMP584","DB00806","approved; investigational","Pentoxifylline"
"CMP585","DB00807","approved; vet_approved","Proparacaine"
"CMP586","DB00808","approved","Indapamide"
"CMP587","DB00809","approved; investigational","Tropicamide"
"CMP588","DB00810","approved; investigational","Biperiden"
"CMP589","DB00811","approved","Ribavirin"
"CMP590","DB00812","approved; vet_approved","Phenylbutazone"
"CMP591","DB00813","approved; illicit; investigational; vet_approved","Fentanyl"
"CMP592","DB00814","approved; vet_approved","Meloxicam"
"CMP593","DB00816","approved","Orciprenaline"
"CMP594","DB00817","approved; investigational","Rosoxacin"
"CMP595","DB00818","approved; investigational; vet_approved","Propofol"
"CMP596","DB00819","approved; vet_approved","Acetazolamide"
"CMP597","DB00820","approved; investigational","Tadalafil"
"CMP598","DB00821","approved; vet_approved; withdrawn","Carprofen"
"CMP599","DB00822","approved","Disulfiram"
"CMP600","DB00823","approved","Ethynodiol diacetate"
"CMP601","DB00824","approved; experimental","Enprofylline"
"CMP602","DB00825","approved","Levomenthol"
"CMP603","DB00826","approved","Natamycin"
"CMP604","DB00827","approved; investigational; withdrawn","Cinoxacin"
"CMP605","DB00828","approved","Fosfomycin"
"CMP606","DB00829","approved; illicit; investigational; vet_approved","Diazepam"
"CMP607","DB00830","approved; illicit","Phenmetrazine"
"CMP608","DB00831","approved; investigational","Trifluoperazine"
"CMP609","DB00832","approved","Phensuximide"
"CMP610","DB00833","approved","Cefaclor"
"CMP611","DB00834","approved; investigational","Mifepristone"
"CMP612","DB00835","approved","Brompheniramine"
"CMP613","DB00836","approved","Loperamide"
"CMP614","DB00838","approved","Clocortolone"
"CMP615","DB00839","approved; investigational","Tolazamide"
"CMP616","DB00841","approved","Dobutamine"
"CMP617","DB00842","approved","Oxazepam"
"CMP618","DB00843","approved","Donepezil"
"CMP619","DB00844","approved","Nalbuphine"
"CMP620","DB00845","approved; investigational","Clofazimine"
"CMP621","DB00846","approved","Flurandrenolide"
"CMP622","DB00847","approved; investigational","Cysteamine"
"CMP623","DB00848","approved; investigational; vet_approved; withdrawn","Levamisole"
"CMP624","DB00849","approved","Methylphenobarbital"
"CMP625","DB00850","approved","Perphenazine"
"CMP626","DB00852","approved","Pseudoephedrine"
"CMP627","DB00853","approved; investigational","Temozolomide"
"CMP628","DB00854","approved","Levorphanol"
"CMP629","DB00855","approved","Aminolevulinic acid"
"CMP630","DB00856","approved; experimental","Chlorphenesin"
"CMP631","DB00857","approved; investigational; vet_approved","Terbinafine"
"CMP632","DB00858","illicit","Drostanolone"
"CMP633","DB00859","approved","Penicillamine"
"CMP634","DB00860","approved; vet_approved","Prednisolone"
"CMP635","DB00861","approved; investigational","Diflunisal"
"CMP636","DB00862","approved","Vardenafil"
"CMP637","DB00863","approved; withdrawn","Ranitidine"
"CMP638","DB00865","approved; illicit","Benzphetamine"
"CMP639","DB00866","experimental; withdrawn","Alprenolol"
"CMP640","DB00867","approved; investigational","Ritodrine"
"CMP641","DB00869","approved","Dorzolamide"
"CMP642","DB00870","approved; withdrawn","Suprofen"
"CMP643","DB00871","approved","Terbutaline"
"CMP644","DB00872","approved; investigational","Conivaptan"
"CMP645","DB14596","approved","Loteprednol etabonate"
"CMP646","DB00874","approved; investigational; vet_approved","Guaifenesin"
"CMP647","DB00875","approved; investigational; withdrawn","Flupentixol"
"CMP648","DB00876","approved","Eprosartan"
"CMP649","DB00878","approved; vet_approved","Chlorhexidine"
"CMP650","DB00879","approved; investigational","Emtricitabine"
"CMP651","DB00880","approved; vet_approved","Chlorothiazide"
"CMP652","DB00881","approved; investigational","Quinapril"
"CMP653","DB00882","approved; investigational","Clomifene"
"CMP654","DB00883","approved; investigational","Isosorbide dinitrate"
"CMP655","DB00884","approved; investigational","Risedronic acid"
"CMP656","DB00885","approved; investigational","Pemirolast"
"CMP657","DB00886","investigational","Omapatrilat"
"CMP658","DB00887","approved","Bumetanide"
"CMP659","DB00888","approved; investigational","Mechlorethamine"
"CMP660","DB00890","approved; investigational","Dienestrol"
"CMP661","DB00891","approved","Sulfapyridine"
"CMP662","DB00892","approved; investigational","Oxybuprocaine"
"CMP663","DB00894","approved; investigational","Testolactone"
"CMP664","DB00896","approved","Rimexolone"
"CMP665","DB00897","approved; investigational","Triazolam"
"CMP666","DB00898","approved","Ethanol"
"CMP667","DB00899","approved","Remifentanil"
"CMP668","DB00900","approved","Didanosine"
"CMP669","DB00901","withdrawn","Bitolterol"
"CMP670","DB00902","approved","Methdilazine"
"CMP671","DB00903","approved; investigational","Etacrynic acid"
"CMP672","DB00904","approved","Ondansetron"
"CMP673","DB00905","approved; investigational","Bimatoprost"
"CMP674","DB00906","approved; investigational","Tiagabine"
"CMP675","DB00907","approved; illicit","Cocaine"
"CMP676","DB00908","approved; investigational","Quinidine"
"CMP677","DB00909","approved; investigational","Zonisamide"
"CMP678","DB00910","approved; investigational","Paricalcitol"
"CMP679","DB00911","approved; investigational","Tinidazole"
"CMP680","DB00912","approved; investigational","Repaglinide"
"CMP681","DB00913","approved; illicit","Anileridine"
"CMP682","DB00914","approved; investigational; withdrawn","Phenformin"
"CMP683","DB00915","approved","Amantadine"
"CMP684","DB00916","approved","Metronidazole"
"CMP685","DB00917","approved","Dinoprostone"
"CMP686","DB00918","approved; investigational","Almotriptan"
"CMP687","DB00919","approved; investigational; vet_approved","Spectinomycin"
"CMP688","DB00920","approved","Ketotifen"
"CMP689","DB00921","approved; illicit; investigational; vet_approved","Buprenorphine"
"CMP690","DB00922","approved; investigational","Levosimendan"
"CMP691","DB00923","approved","Ceforanide"
"CMP692","DB00924","approved","Cyclobenzaprine"
"CMP693","DB00925","approved","Phenoxybenzamine"
"CMP694","DB00926","withdrawn","Etretinate"
"CMP695","DB00927","approved","Famotidine"
"CMP696","DB00928","approved; investigational","Azacitidine"
"CMP697","DB00929","approved","Misoprostol"
"CMP698","DB00932","approved; investigational","Tipranavir"
"CMP699","DB00933","approved; investigational","Mesoridazine"
"CMP700","DB00934","approved; investigational","Maprotiline"
"CMP701","DB00935","approved; investigational","Oxymetazoline"
"CMP702","DB00936","approved; investigational; vet_approved","Salicylic acid"
"CMP703","DB00937","approved; illicit","Diethylpropion"
"CMP704","DB00939","approved; vet_approved","Meclofenamic acid"
"CMP705","DB00940","approved; investigational","Methantheline"
"CMP706","DB00941","approved","Hexafluronium"
"CMP707","DB00942","approved","Cycrimine"
"CMP708","DB00943","approved; investigational","Zalcitabine"
"CMP709","DB00945","approved; vet_approved","Acetylsalicylic acid"
"CMP710","DB00946","approved; investigational","Phenprocoumon"
"CMP711","DB00947","approved; investigational","Fulvestrant"
"CMP712","DB00948","approved; investigational","Mezlocillin"
"CMP713","DB00949","approved","Felbamate"
"CMP714","DB00950","approved; investigational","Fexofenadine"
"CMP715","DB00951","approved; investigational","Isoniazid"
"CMP716","DB00952","approved; investigational","Naratriptan"
"CMP717","DB00953","approved","Rizatriptan"
"CMP718","DB00955","approved; investigational","Netilmicin"
"CMP719","DB00956","approved; illicit; investigational","Hydrocodone"
"CMP720","DB00957","approved; investigational","Norgestimate"
"CMP721","DB00959","approved; vet_approved","Methylprednisolone"
"CMP722","DB00960","approved; investigational","Pindolol"
"CMP723","DB00961","approved; vet_approved","Mepivacaine"
"CMP724","DB00962","approved; illicit; investigational","Zaleplon"
"CMP725","DB00963","approved","Bromfenac"
"CMP726","DB00964","approved","Apraclonidine"
"CMP727","DB00966","approved; investigational","Telmisartan"
"CMP728","DB00967","approved; investigational","Desloratadine"
"CMP729","DB00968","approved","Methyldopa"
"CMP730","DB00969","approved; withdrawn","Alosetron"
"CMP731","DB00972","approved","Azelastine"
"CMP732","DB00973","approved","Ezetimibe"
"CMP733","DB00974","approved; vet_approved","Edetic acid"
"CMP734","DB00975","approved","Dipyridamole"
"CMP735","DB00977","approved","Ethinylestradiol"
"CMP736","DB00978","approved; investigational","Lomefloxacin"
"CMP737","DB00979","approved","Cyclopentolate"
"CMP738","DB00980","approved; investigational","Ramelteon"
"CMP739","DB00981","approved; investigational","Physostigmine"
"CMP740","DB00982","approved","Isotretinoin"
"CMP741","DB00983","approved; investigational","Formoterol"
"CMP742","DB00984","approved; illicit; investigational","Nandrolone phenpropionate"
"CMP743","DB00986","approved; investigational; vet_approved","Glycopyrronium"
"CMP744","DB00987","approved; investigational","Cytarabine"
"CMP745","DB00988","approved","Dopamine"
"CMP746","DB00989","approved; investigational","Rivastigmine"
"CMP747","DB00990","approved; investigational","Exemestane"
"CMP748","DB00991","approved","Oxaprozin"
"CMP749","DB00992","approved; investigational","Methyl aminolevulinate"
"CMP750","DB00993","approved","Azathioprine"
"CMP751","DB00996","approved; investigational","Gabapentin"
"CMP752","DB00997","approved; investigational","Doxorubicin"
"CMP753","DB00998","approved; investigational","Frovatriptan"
"CMP754","DB00999","approved; vet_approved","Hydrochlorothiazide"
"CMP755","DB01000","approved","Cyclacillin"
"CMP756","DB01001","approved; vet_approved","Salbutamol"
"CMP757","DB01002","approved; investigational","Levobupivacaine"
"CMP758","DB01003","approved","Cromoglicic acid"
"CMP759","DB01004","approved; investigational","Ganciclovir"
"CMP760","DB01005","approved","Hydroxyurea"
"CMP761","DB01006","approved; investigational","Letrozole"
"CMP762","DB01007","approved","Tioconazole"
"CMP763","DB01008","approved; investigational","Busulfan"
"CMP764","DB01009","approved; vet_approved","Ketoprofen"
"CMP765","DB01010","approved","Edrophonium"
"CMP766","DB01011","approved; investigational","Metyrapone"
"CMP767","DB01012","approved","Cinacalcet"
"CMP768","DB01013","approved","Clobetasol propionate"
"CMP769","DB01015","approved","Sulfamethoxazole"
"CMP770","DB01016","approved","Glyburide"
"CMP771","DB01018","approved; investigational","Guanfacine"
"CMP772","DB01019","approved","Bethanechol"
"CMP773","DB01020","approved","Isosorbide mononitrate"
"CMP774","DB01021","approved; vet_approved","Trichlormethiazide"
"CMP775","DB01022","approved; investigational","Phylloquinone"
"CMP776","DB01023","approved; investigational","Felodipine"
"CMP777","DB01024","approved","Mycophenolic acid"
"CMP778","DB01025","approved; investigational; withdrawn","Amlexanox"
"CMP779","DB01026","approved; investigational","Ketoconazole"
"CMP780","DB01028","approved; investigational; vet_approved","Methoxyflurane"
"CMP781","DB01029","approved; investigational","Irbesartan"
"CMP782","DB01030","approved; investigational","Topotecan"
"CMP783","DB01031","approved; illicit; withdrawn","Ethinamate"
"CMP784","DB01032","approved; investigational","Probenecid"
"CMP785","DB01033","approved","Mercaptopurine"
"CMP786","DB01034","experimental","Cerulenin"
"CMP787","DB01035","approved","Procainamide"
"CMP788","DB01036","approved; investigational","Tolterodine"
"CMP789","DB01037","approved; investigational; vet_approved","Selegiline"
"CMP790","DB01038","withdrawn","Carphenazine"
"CMP791","DB01039","approved","Fenofibrate"
"CMP792","DB01041","approved; investigational; withdrawn","Thalidomide"
"CMP793","DB01042","approved","Melphalan"
"CMP794","DB01043","approved; investigational","Memantine"
"CMP795","DB01044","approved; investigational","Gatifloxacin"
"CMP796","DB01046","approved; investigational","Lubiprostone"
"CMP797","DB01047","approved; investigational","Fluocinonide"
"CMP798","DB01048","approved; investigational","Abacavir"
"CMP799","DB01050","approved","Ibuprofen"
"CMP800","DB01051","approved; investigational; vet_approved","Novobiocin"
"CMP801","DB01053","approved; vet_approved","Benzylpenicillin"
"CMP802","DB01054","approved; investigational","Nitrendipine"
"CMP803","DB01055","experimental","Mimosine"
"CMP804","DB01056","approved","Tocainide"
"CMP805","DB01057","approved","Echothiophate"
"CMP806","DB01058","approved; investigational; vet_approved","Praziquantel"
"CMP807","DB01059","approved","Norfloxacin"
"CMP808","DB01060","approved; vet_approved","Amoxicillin"
"CMP809","DB01061","approved","Azlocillin"
"CMP810","DB01062","approved; investigational","Oxybutynin"
"CMP811","DB01063","approved","Acetophenazine"
